timestamp,id,rating,course_2,course_3,is_mi_student,is_ml_student,fall_1,fall_2,fall_3,spring_1,spring_2,spring_3,is_first_time,percentile,blended,is_first_place,is_last_place
2020-05-18 18:24:10.335,425c2a90f447620c9a1868e92f0a7af6,760,62,,0.0,1.0,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Принятие решений в условиях риска и неопределённости,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.01345291479820632,,,
2020-05-18 18:29:57.440,88ae08d9db8d34b267780ed642d0d2db,581,68,,0.0,0.0,Statistical Learning Theory,Матричные вычисления,Теория баз данных,Дискретная оптимизация,Численные методы,Промышленное программирование на языке Java,Да,0.7354260089686099,,,
2020-05-18 18:30:23.257,cd8299f4173e8a509275b25787670ad2,704,61,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Дискретная оптимизация,Машинное обучение 2,Промышленное программирование на языке Java,Да,0.1614349775784754,,,
2020-05-18 18:53:41.094,5ee2ad618729a6dc3bdb7f2858826ef0,628,65,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Нет,0.5134529147982063,,,
2020-05-18 18:55:40.236,32fea7beb180e7de64ad408013cc01ec,539,65,,0.0,1.0,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.9103139013452914,,,
2020-05-18 19:08:20.608,bf24738793f54467434ad78be13a42bf,693,64,,0.0,1.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дополнительные главы прикладной статистики,Дискретная оптимизация,Промышленное программирование на языке Java,Да,0.2107623318385651,,,True
2020-05-18 19:09:00.945,f736e00dc03850c59649e77149895d5a,652,66,,0.0,0.0,Высокопроизводительные вычисления,Язык SQL,Безопасность компьютерных систем,Машинное обучение 2,Промышленное программирование на языке Java,Численные методы,Да,0.4035874439461884,,,
2020-05-18 19:16:43.914,d08d06bc5d31e35616fafc59de6f2e34,691,65,,0.0,1.0,Безопасность компьютерных систем,Матричные вычисления,Моделирование временных рядов,Промышленное программирование на языке Java,Компьютерные сети,Дополнительные главы прикладной статистики,Да,0.2197309417040358,,,
2020-05-18 19:23:23.735,ff549c331d45453052f28ad2614afda9,723,62,,0.0,0.0,Моделирование временных рядов,Теория баз данных,Матричные вычисления,Численные методы,Анализ данных в бизнесе,Промышленное программирование на языке Java,Да,0.1076233183856502,,,
2020-05-18 19:23:38.274,76d70b75a12f7b2ae593d02da6ed62ec,688,66,,0.0,0.0,Безопасность компьютерных систем,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Компьютерные сети,Машинное обучение 2,Системы баз данных,Да,0.2331838565022422,,,
2020-05-18 19:25:39.947,5a6f07c1f6186408b43f0f8e729168e9,632,66,,0.0,1.0,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Компьютерные сети,Дополнительные главы прикладной статистики,Системы баз данных,Да,0.4932735426008968,,,
2020-05-18 19:30:54.801,cc8e710c871ae8236b8b8705e6840793,559,65,,0.0,0.0,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Компьютерные сети,Анализ данных в бизнесе,Машинное обучение 2,Да,0.8340807174887892,,,
2020-05-18 19:34:58.494,8c191b9ac692c190f54e66167b0adc3e,620,64,,0.0,0.0,Statistical Learning Theory,Язык SQL,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Дискретная оптимизация,Численные методы,Да,0.5560538116591929,,,
2020-05-18 19:35:49.258,1c1623a037bd523d687245e6060e6c5b,595,67,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Машинное обучение 2,Компьютерные сети,Да,0.6726457399103138,,,
2020-05-18 19:36:10.039,d4c7805c20028b28a8e3713ccdeae2a1,702,67,,0.0,1.0,Матричные вычисления,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Дополнительные главы прикладной статистики,Дискретная оптимизация,Численные методы,Да,0.1704035874439462,,,
2020-05-18 19:36:51.479,f5d9f99cb876ca0888d18b6e444fa1b1,516,67,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Машинное обучение 2,Компьютерные сети,Нет,0.9820627802690582,,,
2020-05-18 19:49:54.661,b3eb1cdc4beffbdd5b29a8d54d649bc0,731,65,,0.0,1.0,Безопасность компьютерных систем,Матричные вычисления,Моделирование временных рядов,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.094170403587444,,,
2020-05-18 19:57:22.697,6f1c603284d031570af2e4be6c1afdcb,592,65,,0.0,0.0,Принятие решений в условиях риска и неопределённости,Высокопроизводительные вычисления,Язык SQL,Анализ данных в бизнесе,Компьютерные сети,Промышленное программирование на языке Java,Да,0.6860986547085202,,,
2020-05-18 19:58:10.994,26e72efe2995eb032a25561b2bf78600,604,67,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Моделирование временных рядов,Машинное обучение 2,Компьютерные сети,Системы баз данных,Да,0.6322869955156951,,,
2020-05-18 20:03:03.972,a19f36ae8465cac527e8ce7b6ebf1213,541,63,,0.0,0.0,Язык SQL,Безопасность компьютерных систем,Теория баз данных,Промышленное программирование на языке Java,Компьютерные сети,Анализ данных в бизнесе,Да,0.9013452914798207,,,
2020-05-18 20:18:51.160,ecc19831d7abd064f0488a9af2521920,580,66,,0.0,0.0,Язык SQL,Принятие решений в условиях риска и неопределённости,Теория баз данных,Системы баз данных,Анализ данных в бизнесе,Компьютерные сети,Да,0.7399103139013453,,,
2020-05-18 20:21:28.386,2f8a48924249d2231659183d7654ed33,656,67,,0.0,0.0,Высокопроизводительные вычисления,Безопасность компьютерных систем,Statistical Learning Theory,Машинное обучение 2,Системы баз данных,Компьютерные сети,Да,0.3856502242152466,,,
2020-05-18 20:21:46.887,6cd7de3774f07c65e44668cdf7e987b6,557,63,,0.0,1.0,Моделирование временных рядов,Язык SQL,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Системы баз данных,Да,0.8430493273542601,,,
2020-05-18 20:26:39.021,2b0d7dd550bcca4c586cbb27d8478aa8,619,65,,0.0,0.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Компьютерные сети,Промышленное программирование на языке Java,Анализ данных в бизнесе,Да,0.5605381165919283,,,
2020-05-18 20:34:07.220,fc2c60b8004aa91bc272df84628621ff,639,63,,0.0,1.0,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Системы баз данных,Машинное обучение 2,Анализ данных в бизнесе,Нет,0.4618834080717489,,,
2020-05-18 20:47:03.363,bb94ed5af639819dac15574197c80da3,534,64,,0.0,0.0,Теория баз данных,Моделирование временных рядов,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Численные методы,Системы баз данных,Да,0.9237668161434978,,,True
2020-05-18 20:48:02.936,59347ad5e9d8099a9a8fa58b841bdf05,708,64,,1.0,0.0,Моделирование временных рядов,Теория баз данных,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Численные методы,Системы баз данных,Да,0.1434977578475336,,,
2020-05-18 20:50:49.049,5a6dfaade650ca8bb2d081342df303e8,549,65,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Машинное обучение 2,Нет,0.8699551569506727,,,
2020-05-18 20:50:53.471,72e79e6a79cb4025077b371cc6e54247,551,64,,0.0,0.0,Теория баз данных,Безопасность компьютерных систем,Statistical Learning Theory,Промышленное программирование на языке Java,Анализ данных в бизнесе,Численные методы,Да,0.8654708520179373,,,
2020-05-18 20:57:09.583,42df9e301b39e4295fe849aa2abdfc7c,613,61,,0.0,0.0,Высокопроизводительные вычисления,Теория баз данных,Безопасность компьютерных систем,Промышленное программирование на языке Java,Компьютерные сети,Численные методы,Нет,0.5919282511210762,,,
2020-05-18 21:02:28.759,5c49473012411a1eee72f8ea63767adf,573,63,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Нет,0.773542600896861,,,
2020-05-18 21:10:54.229,25a3ce0eea214df2aa6d25d395d594f0,644,63,,0.0,0.0,Моделирование временных рядов,Матричные вычисления,Язык SQL,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.4394618834080718,,,
2020-05-18 21:12:00.134,be4fa2120de3397ae21eac38ff0060e3,502,67,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Численные методы,Машинное обучение 2,Да,0.9910313901345291,,,
2020-05-18 21:12:29.736,ac4e2062ca444a506991c212bd2dd872,562,67,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Численные методы,Нет,0.8161434977578476,,,
2020-05-18 21:13:08.747,9c2251ef9825947b98265e4bfa887bcf,658,68,,0.0,0.0,Безопасность компьютерных систем,Матричные вычисления,Statistical Learning Theory,Дискретная оптимизация,Промышленное программирование на языке Java,Компьютерные сети,Да,0.3766816143497758,,,
2020-05-18 21:15:01.777,f0db08ec702a03450390efdca4166cc2,603,65,,0.0,1.0,Язык SQL,Матричные вычисления,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,Нет,0.6367713004484306,,,
2020-05-18 21:15:58.617,a6ce02b12540bca3cdd15757f8a2e919,597,65,,0.0,0.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Компьютерные сети,Промышленное программирование на языке Java,Анализ данных в бизнесе,Да,0.663677130044843,,,
2020-05-18 21:17:01.633,f3cc62fabaa597e8fe0b20ac2e6f46d3,742,62,,0.0,1.0,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,Да,0.05829596412556048,,,
2020-05-18 21:19:50.620,feb53dcdd28fff9dc4a981c3419fea6f,521,66,,1.0,0.0,Безопасность компьютерных систем,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Анализ данных в бизнесе,Машинное обучение 2,Нет,0.968609865470852,,,True
2020-05-18 21:24:21.198,876b1fbacdfe36cb2e3927aea554b1ff,660,67,,1.0,0.0,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Теория баз данных,Анализ данных в бизнесе,Системы баз данных,Промышленное программирование на языке Java,Да,0.3632286995515696,,,
2020-05-18 21:24:23.667,6ed89e424179b0510e3f7c0cb7369ad6,558,67,,0.0,1.0,Моделирование временных рядов,Матричные вычисления,Язык SQL,Анализ данных в бизнесе,Промышленное программирование на языке Java,Машинное обучение 2,Да,0.8385650224215246,,,
2020-05-18 21:26:52.105,e83471de8976e4fcfccf4ef417f07192,661,67,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Моделирование временных рядов,Системы баз данных,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.3587443946188341,,,
2020-05-18 21:27:02.445,ffc58d371e2f52e1c7f45d49d3d629d0,659,67,,0.0,1.0,Матричные вычисления,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Системы баз данных,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Нет,0.3699551569506726,,,
2020-05-18 21:31:54.983,aa21f50934a72e00bbc7e65a54ea0bcc,666,63,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,Машинное обучение 2,Компьютерные сети,Дискретная оптимизация,Нет,0.3318385650224215,,,
2020-05-18 21:35:05.042,a69948a1730e412eab71a4d4e70791e2,663,68,,0.0,0.0,Моделирование временных рядов,Матричные вычисления,Язык SQL,Машинное обучение 2,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.3497757847533632,,,
2020-05-18 21:36:30.617,2826fc94cd575c8f7b0a2416506e70e5,614,65,,0.0,0.0,Высокопроизводительные вычисления,Безопасность компьютерных систем,Теория баз данных,Дискретная оптимизация,Машинное обучение 2,Компьютерные сети,Да,0.5874439461883407,,,
2020-05-18 21:38:00.271,b3e75ee2a708cef65cc2f80da894dd50,560,67,,0.0,0.0,Безопасность компьютерных систем,Моделирование временных рядов,Язык SQL,Анализ данных в бизнесе,Промышленное программирование на языке Java,Численные методы,Да,0.8295964125560538,,,
2020-05-18 21:41:33.419,ea9d7e5f21ee102565b1437b26eb1144,582,63,,0.0,0.0,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.7309417040358744,,,
2020-05-18 21:44:47.061,760529fb42ad1fd50071e2ceeadaaedc,570,68,,0.0,0.0,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Промышленное программирование на языке Java,Машинное обучение 2,Компьютерные сети,Нет,0.7847533632286996,,,
2020-05-18 21:45:31.019,b8dab0479a00af2eb75deaf54dd9a442,697,68,,1.0,0.0,Моделирование временных рядов,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Дискретная оптимизация,Да,0.1883408071748879,,,
2020-05-18 21:47:05.660,9fa4bc4eb50e574e88b670a86781860b,600,68,,0.0,0.0,Язык SQL,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Компьютерные сети,Машинное обучение 2,Нет,0.6502242152466368,,,
2020-05-18 21:49:22.233,f8fab519d78047712c06798c8b7fe38f,561,65,,1.0,0.0,Моделирование временных рядов,Теория баз данных,Язык SQL,Промышленное программирование на языке Java,Машинное обучение 2,Компьютерные сети,Нет,0.8228699551569507,,,
2020-05-18 21:51:40.811,b6fcd3cdcbbd950b4207acb65ee12d03,737,62,,0.0,1.0,Безопасность компьютерных систем,Матричные вычисления,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Дополнительные главы прикладной статистики,Да,0.0717488789237668,,,
2020-05-18 21:51:52.845,9015b809a29fb65ce23d7addf16d770d,665,68,,1.0,0.0,Язык SQL,Моделирование временных рядов,Матричные вычисления,Машинное обучение 2,Промышленное программирование на языке Java,Компьютерные сети,Нет,0.3385650224215246,,,
2020-05-18 21:53:48.048,cabc5ea85cac3029dc2aecc4955f9cf3,686,62,,0.0,1.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Дискретная оптимизация,Промышленное программирование на языке Java,Компьютерные сети,Да,0.242152466367713,,,
2020-05-18 21:54:53.944,ac2fd77f2ec0186c95f16e6721fd5998,533,64,,0.0,1.0,Безопасность компьютерных систем,Матричные вычисления,Сбор и обработка данных с помощью краудсорсинга,Системы баз данных,Компьютерные сети,Дополнительные главы прикладной статистики,Да,0.9282511210762332,,,
2020-05-18 21:56:01.890,6257850b5decedd464341a5b763e3b4a,631,64,,0.0,0.0,Теория баз данных,Безопасность компьютерных систем,Моделирование временных рядов,Машинное обучение 2,Промышленное программирование на языке Java,Компьютерные сети,Да,0.4977578475336323,,,
2020-05-18 21:57:39.924,7f8feb54319e52cb63ad437f4128a9d8,540,66,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Язык SQL,Машинное обучение 2,Компьютерные сети,Системы баз данных,Да,0.905829596412556,,,
2020-05-18 21:59:29.361,f0f01fe07310ce6f403894eb624ac323,657,63,,0.0,0.0,Высокопроизводительные вычисления,Язык SQL,Принятие решений в условиях риска и неопределённости,Промышленное программирование на языке Java,Системы баз данных,Анализ данных в бизнесе,Нет,0.3811659192825112,,,
2020-05-18 21:59:48.193,723d5f32b699c971b4095a017c883ffa,759,64,,0.0,1.0,Statistical Learning Theory,Безопасность компьютерных систем,Матричные вычисления,Дополнительные главы прикладной статистики,Дискретная оптимизация,Численные методы,Да,0.01793721973094176,,,
2020-05-18 22:00:56.974,67e3336ac46b6030f7b25853154783c6,740,61,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,Дискретная оптимизация,Машинное обучение 2,Системы баз данных,Да,0.06726457399103136,,,
2020-05-18 22:05:04.310,1ed2386f4de225ae7aa6cfd5772d9c50,548,63,,0.0,0.0,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Дополнительные главы прикладной статистики,Численные методы,Анализ данных в бизнесе,Да,0.874439461883408,,,
2020-05-18 22:08:11.668,00b40fe7dbfd23e5daba765244509415,542,67,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Компьютерные сети,Анализ данных в бизнесе,Да,0.8968609865470852,,,
2020-05-18 22:08:14.176,cfe9fd28e4cbe0b46594b21f3067e30a,553,68,,0.0,0.0,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Системы баз данных,Да,0.8565022421524664,,,
2020-05-18 22:09:23.107,f81cc449798c2d8971612dc9a749ad2a,637,66,,0.0,0.0,Высокопроизводительные вычисления,Язык SQL,Моделирование временных рядов,Компьютерные сети,Анализ данных в бизнесе,Дискретная оптимизация,Нет,0.4708520179372198,,,
2020-05-18 22:09:59.005,dbcac463fe0b6294743107a9e74356c5,525,66,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Моделирование временных рядов,Машинное обучение 2,Компьютерные сети,Промышленное программирование на языке Java,Нет,0.9551569506726457,,,
2020-05-18 22:15:33.760,68f1b5165e9e310fcf920fb903117061,638,68,,1.0,0.0,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Промышленное программирование на языке Java,Анализ данных в бизнесе,Компьютерные сети,Да,0.4663677130044843,,,
2020-05-18 22:15:41.331,b4f1f195bd1bc63490a7bc42275a71cd,536,67,,0.0,0.0,Высокопроизводительные вычисления,Безопасность компьютерных систем,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.9192825112107623,,,True
2020-05-18 22:17:10.606,54b211907aac0ebbb8f853ab1fc4eecb,676,65,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Statistical Learning Theory,Машинное обучение 2,Системы баз данных,Промышленное программирование на языке Java,Да,0.2869955156950673,,,
2020-05-18 22:20:36.242,c7544f6c00a5164efdef675410d62e94,586,63,,0.0,0.0,Язык SQL,Теория баз данных,Безопасность компьютерных систем,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,Да,0.7130044843049328,,,
2020-05-18 22:24:55.160,f2ed8115db45ef795ced2701fa86515d,574,67,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Statistical Learning Theory,Компьютерные сети,Системы баз данных,Машинное обучение 2,Да,0.7668161434977578,,,
2020-05-18 22:29:14.162,40b18d40197e3db66312a026e06b8ff1,515,68,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Компьютерные сети,Анализ данных в бизнесе,Нет,0.9865470852017937,,,
2020-05-18 22:32:20.002,851497aadac83e844753bb3b2163c79b,654,63,,0.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,Да,0.3946188340807175,,,
2020-05-18 22:35:46.073,ddea5295ac96e74f05982e47c7ab4ff4,607,65,,0.0,0.0,Моделирование временных рядов,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Машинное обучение 2,Анализ данных в бизнесе,Да,0.6188340807174888,,,
2020-05-18 22:36:17.913,227347077a7d1d0544ddf5643b97cf8c,633,65,,0.0,0.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Машинное обучение 2,Промышленное программирование на языке Java,Системы баз данных,Да,0.4887892376681614,,,
2020-05-18 22:48:12.780,73fc0f1b300e6e49167b5f771586fe20,643,63,,0.0,0.0,Высокопроизводительные вычисления,Безопасность компьютерных систем,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,Да,0.4439461883408071,,,
2020-05-18 22:51:34.323,8aa0f1b7331b49464174b02cd693be52,567,67,,0.0,0.0,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Нет,0.7959641255605381,,,
2020-05-18 22:52:21.920,5d9b916c90c54a5cba29b2618a029e66,687,66,,0.0,1.0,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Безопасность компьютерных систем,Промышленное программирование на языке Java,Компьютерные сети,Дополнительные главы прикладной статистики,Да,0.2376681614349776,,,
2020-05-18 22:56:27.522,6388c7920a7d454d2db81430f1f231c4,599,63,,0.0,0.0,Безопасность компьютерных систем,Матричные вычисления,Моделирование временных рядов,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.6547085201793722,,,
2020-05-18 23:01:03.214,abceddfa2fc4eae8cff4a4e712abb3fb,664,63,,0.0,1.0,Моделирование временных рядов,Принятие решений в условиях риска и неопределённости,Statistical Learning Theory,Машинное обучение 2,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.3452914798206278,,,
2020-05-18 23:02:55.289,6541d659f05e45043d1b65e98e16a718,681,62,,0.0,1.0,Безопасность компьютерных систем,Матричные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.2645739910313901,,,
2020-05-18 23:07:27.782,45bb9abd8d10c9b079317e6807b53ea9,677,63,,0.0,0.0,Высокопроизводительные вычисления,Язык SQL,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.2825112107623319,,,
2020-05-18 23:09:34.102,5a66e3b77559d14dd20fc4df99671688,564,63,,0.0,0.0,Язык SQL,Высокопроизводительные вычисления,Теория баз данных,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.8071748878923767,,,
2020-05-18 23:10:18.303,8a1162ce3c94d8974210a24f4b4f5f74,707,62,,0.0,1.0,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Безопасность компьютерных систем,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.147982062780269,,,
2020-05-18 23:10:31.329,3d67beeab64f7fe112a8d9e41efbe916,705,63,,0.0,1.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.1569506726457399,,,
2020-05-18 23:11:05.179,813663487952e66e7c39d29b0931206d,585,63,,0.0,0.0,Язык SQL,Высокопроизводительные вычисления,Теория баз данных,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.7174887892376682,,,
2020-05-18 23:22:00.010,1c91e6c5375cf4a1cba48bdca79f7a78,714,66,,0.0,1.0,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Матричные вычисления,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.1300448430493274,,,
2020-05-18 23:25:19.491,a1184a8dbbf9a7418b634339bed7e9b1,629,63,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Нет,0.5067264573991032,,,
2020-05-18 23:30:27.005,7bf79897c5645954846e2e03ec803887,653,66,,0.0,1.0,Безопасность компьютерных систем,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Дискретная оптимизация,Компьютерные сети,Промышленное программирование на языке Java,Да,0.399103139013453,,,
2020-05-18 23:31:33.712,7e844607673355cefa63252f558b69cb,674,61,,0.0,1.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Теория баз данных,Компьютерные сети,Системы баз данных,Промышленное программирование на языке Java,Да,0.2959641255605381,,,
2020-05-18 23:31:58.531,79d226799eb1a34d5083fcc0ca933952,720,67,,0.0,1.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,Да,0.1165919282511211,,,
2020-05-18 23:35:28.235,86c24daaa62246142d46ee58534a65e0,530,64,,0.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Теория баз данных,Анализ данных в бизнесе,Численные методы,Системы баз данных,Нет,0.9394618834080718,,,
2020-05-18 23:38:11.238,f941beb89ecc5c59076bcfa79691116c,610,66,,1.0,0.0,Теория баз данных,Принятие решений в условиях риска и неопределённости,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Анализ данных в бизнесе,Системы баз данных,Да,0.6053811659192825,,,
